Model Pair,Grid ID,Remapped Grid ID,Config ID,Run ID,System Prompt,Context,Fog of War,Other Player Visible,Grid,Bucket,Sub-stratum,Pay4Partner,Contract Type,Total Turns,Format Errors,Format Errors P-Red,Format Errors P-Blue,Format Errors Judge,Non-Cooperative Baseline P-Red,Non-Cooperative Baseline P-Blue,Joint Reward,Reward P-Red,Reward P-Blue,Gini,Max Possible Reward,Reached Goal P-Red,Reached Goal P-Blue,Total Trades Proposed,Total Trades Proposed P-Red,Total Trades Proposed P-Blue,Total Trades Accepted,Total Trades Accepted P-Red,Total Trades Accepted P-Blue,Total Trades Rejected,Total Trades Rejected P-Red,Total Trades Rejected P-Blue,amount_received_by_P-Red_from_trades,amount_received_by_P-Blue_from_trades,total_trades_failed,Total P4P Arrangements Proposed,Total P4P Arrangements Proposed P-Red,Total P4P Arrangements Proposed P-Blue,Total P4P Arrangements Accepted,Total P4P Arrangements Accepted P-Red,Total P4P Arrangements Accepted P-Blue,Total P4P Arrangements Rejected,Total P4P Arrangements Rejected P-Red,Total P4P Arrangements Rejected P-Blue,Total P4P Promises Kept,Total P4P Promises Kept P-Red,Total P4P Promises Kept P-Blue,Total P4P Promises Broken,Total P4P Promises Broken P-Red,Total P4P Promises Broken P-Blue,Total P4P Amounts Promised to Receive,Total P4P Amounts Promised to Receive P-Red,Total P4P Amounts Promised to Receive P-Blue,Total P4P Amounts Received,Total P4P Amounts Received P-Red,Total P4P Amounts Received P-Blue,contract_accepted,contract_negotiaion_length,num_tiles_in_contract,num_tiles_promised_to_receive_from_contract_P-Red,num_tiles_promised_to_receive_from_contract_P-Blue,moves_made_under_strict_contract_P-Red,moves_made_under_strict_contract_P-Blue,contract_moves_blocked_by_partner_shortfall_P-Red,contract_moves_blocked_by_partner_shortfall_P-Blue,points_for_completion_promised_to_P-Red,points_for_completion_promised_to_P-Blue,parity_trades_offered_P-Red,parity_trades_offered_P-Blue,parity_trades_accepted_P-Red,parity_trades_accepted_P-Blue,parity_trades_rejected_P-Red,parity_trades_rejected_P-Blue,extractive_trades_offered_P-Red,extractive_trades_offered_P-Blue,extractive_trades_accepted_P-Red,extractive_trades_accepted_P-Blue,extractive_trades_rejected_P-Red,extractive_trades_rejected_P-Blue,concessionary_trades_offered_P-Red,concessionary_trades_offered_P-Blue,concessionary_trades_accepted_P-Red,concessionary_trades_accepted_P-Blue,concessionary_trades_rejected_P-Red,concessionary_trades_rejected_P-Blue,B Min Trades Path,B Max Trades Path,R Min Trades Path,R Max Trades Path,Trade Asymmetry
FOUR_1-FOUR_1,88,28,ctx1_fog00_p4ptrue_contract_none_selfish11_opv00,20260527_234452_738759_99e72daf,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'R'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,,6,0,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,2,1,0,1,4,2,2,0,0,0,7,3,4,4,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,88,28,ctx1_fog00_p4ptrue_contract_strict_selfish11_opv00,20260527_234513_897559_908dc251,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'R'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,4,0,0,0,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,88,28,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_opv00,20260527_234520_923672_9f42d5b7,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'R'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,7,0,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,89,29,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_opv00,20260527_234557_079592_416ec429,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,6,0,0,0,0,0,0,140,0,0,0.0714285714285714,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,4,2,2,0,0,0,5,2,3,4,2,2,1,3,,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,89,29,ctx1_fog00_p4ptrue_contract_none_selfish11_opv00,20260527_234533_411568_5564f958,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,,8,0,0,0,0,0,0,75,0,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,3,1,2,5,5,0,9,3,6,3,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,89,29,ctx1_fog00_p4ptrue_contract_strict_selfish11_opv00,20260527_234555_918473_57ea9c6c,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,4,0,0,0,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,89,29,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_opv00,20260527_234610_961628_6892e999,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,12,1,0,0,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,90,30,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_opv00,20260527_234644_522023_f2630873,default,True,"[False, False]","[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'R', 'B'], ['R', 'R', 'B', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,6,0,0,0,0,0,0,140,0,0,0.0071428571428571175,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,1,4,2,2,0,0,0,4,2,2,4,2,2,1,2,,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,90,30,ctx1_fog00_p4ptrue_contract_none_selfish11_opv00,20260527_234614_168848_f5a3b336,default,True,"[False, False]","[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'R', 'B'], ['R', 'R', 'B', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,,9,0,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,4,2,2,2,2,0,5,2,3,4,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,90,30,ctx1_fog00_p4ptrue_contract_strict_selfish11_opv00,20260527_234615_772908_1b12a47e,default,True,"[False, False]","[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'R', 'B'], ['R', 'R', 'B', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,5,1,0,0,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,90,30,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_opv00,20260527_234650_849211_c0a1d718,default,True,"[False, False]","[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'R', 'B'], ['R', 'R', 'B', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,8,0,0,0,0,0,0,80,0,0,0.5,140,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,91,31,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_opv00,20260527_234722_091548_31367447,default,True,"[False, False]","[False, False]","[['G', 'R', 'B', 'R'], ['R', 'B', 'R', 'B'], ['R', 'R', 'B', 'B'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,6,0,0,0,0,0,0,140,0,0,0.014285714285714235,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,1,0,1,4,2,2,0,0,0,5,2,3,4,2,2,1,3,,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,91,31,ctx1_fog00_p4ptrue_contract_none_selfish11_opv00,20260527_234713_005799_4508d8ba,default,True,"[False, False]","[False, False]","[['G', 'R', 'B', 'R'], ['R', 'B', 'R', 'B'], ['R', 'R', 'B', 'B'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,,10,0,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,2,1,1,3,0,3,4,2,2,5,4,1,7,3,4,4,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,91,31,ctx1_fog00_p4ptrue_contract_strict_selfish11_opv00,20260527_234719_680980_d05e4f8d,default,True,"[False, False]","[False, False]","[['G', 'R', 'B', 'R'], ['R', 'B', 'R', 'B'], ['R', 'R', 'B', 'B'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,5,0,0,0,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,91,31,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_opv00,20260527_234724_055719_1964cc36,default,True,"[False, False]","[False, False]","[['G', 'R', 'B', 'R'], ['R', 'B', 'R', 'B'], ['R', 'R', 'B', 'B'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,9,0,0,0,0,0,0,80,0,0,0.5,140,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,92,32,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_opv00,20260527_234819_761583_965c1ef0,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'R', 'B'], ['B', 'R', 'B', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,8,0,0,0,0,0,0,75,0,0,0.44666666666666677,140,True,False,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,1,3,1,2,4,4,0,4,2,2,3,2,1,1,3,,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,92,32,ctx1_fog00_p4ptrue_contract_none_selfish11_opv00,20260527_234727_217951_3ec0679c,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'R', 'B'], ['B', 'R', 'B', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,,8,0,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,1,0,1,4,2,2,3,2,1,5,2,3,4,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,92,32,ctx1_fog00_p4ptrue_contract_strict_selfish11_opv00,20260527_234802_446213_eaae7e10,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'R', 'B'], ['B', 'R', 'B', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,4,0,0,0,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,92,32,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_opv00,20260527_234832_806071_d6fee87e,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'R', 'B'], ['B', 'R', 'B', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,6,0,0,0,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,93,33,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_opv00,20260527_234841_353652_03a27e32,default,True,"[False, False]","[False, False]","[['G', 'R', 'R', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,8,0,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,1,1,2,0,2,4,2,2,1,1,0,10,6,4,4,2,2,1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,93,33,ctx1_fog00_p4ptrue_contract_none_selfish11_opv00,20260527_234832_885017_542f32e9,default,True,"[False, False]","[False, False]","[['G', 'R', 'R', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,,13,0,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,1,1,1,0,1,4,2,2,9,6,3,7,3,4,4,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,93,33,ctx1_fog00_p4ptrue_contract_strict_selfish11_opv00,20260527_234838_238533_652c6998,default,True,"[False, False]","[False, False]","[['G', 'R', 'R', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,4,0,0,0,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,93,33,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_opv00,20260527_234844_926163_cc794566,default,True,"[False, False]","[False, False]","[['G', 'R', 'R', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,4,0,0,0,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,94,34,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_opv00,20260527_234930_800141_01434c49,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,8,1,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,1,1,0,4,0,4,4,2,2,0,0,0,4,2,2,4,2,2,1,2,,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,94,34,ctx1_fog00_p4ptrue_contract_none_selfish11_opv00,20260527_234903_595132_70191223,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,,6,0,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,2,1,0,1,4,2,2,0,0,0,9,3,6,4,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,94,34,ctx1_fog00_p4ptrue_contract_strict_selfish11_opv00,20260527_234915_162113_21dbbc05,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,5,0,0,0,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,94,34,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_opv00,20260527_234948_080000_81da17e3,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,11,0,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,95,35,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_opv00,20260527_235002_965106_f9e32731,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'R', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,8,0,0,0,0,0,0,75,0,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,3,1,2,3,3,0,8,2,6,3,2,1,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,95,35,ctx1_fog00_p4ptrue_contract_none_selfish11_opv00,20260527_234957_276855_61b772d5,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'R', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,,6,0,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,4,2,2,0,0,0,5,2,3,4,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,95,35,ctx1_fog00_p4ptrue_contract_strict_selfish11_opv00,20260527_234959_120433_d9c0a412,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'R', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,11,0,0,0,0,0,0,75,0,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,3,1,2,0,0,0,3,2,1,3,2,1,1,2,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,95,35,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_opv00,20260527_235009_275877_6a5c1a7b,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'R', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,11,0,0,0,0,0,0,75,0,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,96,36,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_opv00,20260527_235053_067634_220d1ee7,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,9,0,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,2,1,0,1,4,2,2,4,2,2,9,3,6,4,2,2,1,3,,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,96,36,ctx1_fog00_p4ptrue_contract_none_selfish11_opv00,20260527_235012_918494_043c2d47,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,,8,0,0,0,0,0,0,80,0,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,2,2,0,3,0,3,2,0,2,7,7,0,8,4,4,2,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,96,36,ctx1_fog00_p4ptrue_contract_strict_selfish11_opv00,20260527_235035_792048_81206391,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,4,0,0,0,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,96,36,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_opv00,20260527_235055_186786_8af5cae7,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,5,0,0,0,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,97,37,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_opv00,20260527_235129_458404_1a0a1af9,default,True,"[False, False]","[False, False]","[['G', 'R', 'B', 'B'], ['B', 'B', 'R', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,7,0,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,1,0,1,4,2,2,1,0,1,5,2,3,4,2,2,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
