Model Pair,Grid ID,Config ID,Run ID,System Prompt,Context,Fog of War,Grid,Bucket,Sub-stratum,Pay4Partner,Contract Type,Total Turns,Format Errors,Non-Cooperative Baseline P-Red,Non-Cooperative Baseline P-Blue,Joint Reward,Reward P-Red,Reward P-Blue,Gini,Max Possible Reward,Reached Goal P-Red,Reached Goal P-Blue,Total Trades Proposed,Total Trades Proposed P-Red,Total Trades Proposed P-Blue,Total Trades Accepted,Total Trades Accepted P-Red,Total Trades Accepted P-Blue,Total Trades Rejected,Total Trades Rejected P-Red,Total Trades Rejected P-Blue,amount_received_by_P-Red_from_trades,amount_received_by_P-Blue_from_trades,total_trades_failed,Total P4P Arrangements Proposed,Total P4P Arrangements Proposed P-Red,Total P4P Arrangements Proposed P-Blue,Total P4P Arrangements Accepted,Total P4P Arrangements Accepted P-Red,Total P4P Arrangements Accepted P-Blue,Total P4P Arrangements Rejected,Total P4P Arrangements Rejected P-Red,Total P4P Arrangements Rejected P-Blue,Total P4P Promises Kept,Total P4P Promises Kept P-Red,Total P4P Promises Kept P-Blue,Total P4P Promises Broken,Total P4P Promises Broken P-Red,Total P4P Promises Broken P-Blue,Total P4P Amounts Promised to Receive,Total P4P Amounts Promised to Receive P-Red,Total P4P Amounts Promised to Receive P-Blue,Total P4P Amounts Received,Total P4P Amounts Received P-Red,Total P4P Amounts Received P-Blue,contract_accepted,contract_negotiaion_length,num_tiles_in_contract,num_tiles_promised_to_receive_from_contract_P-Red,num_tiles_promised_to_receive_from_contract_P-Blue,moves_made_under_strict_contract_O-Red,moves_made_under_strict_contract_P-Blue,contract_moves_blocked_by_partner_shortfall_P-Red,contract_moves_blocked_by_partner_shortfall_P-Blue,points_for_completion_promised_to_P-Red,points_for_completion_promised_to_P-Blue,parity_trades_offered_P-Red,parity_trades_offered_P-Blue,parity_trades_accepted_P-Red,parity_trades_accepted_P-Blue,parity_trades_rejected_P-Red,parity_trades_rejected_P-Blue,extractive_trades_offered_P-Red,extractive_trades_offered_P-Blue,extractive_trades_accepted_P-Red,extractive_trades_accepted_P-Blue,extractive_trades_rejected_P-Red,extractive_trades_rejected_P-Blue,concessionary_trades_offered_P-Red,concessionary_trades_offered_P-Blue,concessionary_trades_accepted_P-Red,concessionary_trades_accepted_P-Blue,concessionary_trades_rejected_P-Red,concessionary_trades_rejected_P-Blue,B Min Trades Path,B Max Trades Path,R Min Trades Path,R Max Trades Path,Trade Asymmetry
LLAMA_MAVERICK-LLAMA_MAVERICK,19,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260120_140010_547247_fc721567,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'R'], ['R', 'R', 'B', 'B'], ['R', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,strict,6,0,70,70,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,19,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation_selfish11,20260120_140509_831309_cbb2a7c7,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'R'], ['R', 'R', 'B', 'B'], ['R', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,tile_with_judge_implementation,8,0,70,70,140,90,50,0.1428571428571428,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,19,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11,20260120_140506_076061_23d94330,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'R'], ['R', 'R', 'B', 'B'], ['R', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,contract_for_finishing,7,0,70,70,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,1,0,1,1,1,0,0,0,0,4,3,1,1,0,1,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,19,ctx1_fog00_p4ptrue_contract_none_selfish11,20260120_183942_026793_56ce407c,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'R'], ['R', 'R', 'B', 'B'], ['R', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,,6,0,70,70,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,1,1,0,0,0,0,13,8,5,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,19,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260120_140103_628985_53e29527,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'R'], ['R', 'R', 'B', 'B'], ['R', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,strict,6,0,70,70,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,2,1,1,1,0,1,1,3,10.0,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,19,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260120_140737_023120_223f46a6,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'R'], ['R', 'R', 'B', 'B'], ['R', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,tile_with_judge_implementation,6,0,70,70,140,95,45,0.1785714285714286,140,True,True,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,80,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260120_140906_880024_31721b35,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",False,contract_for_finishing,6,0,0,0,140,75,65,0.03571428571428581,140,True,True,10,5,5,3,2,1,7,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,5,3,1,1,2,4,0,0,1,0,1,0,0,2,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,80,ctx1_fog00_p4pfalse_contract_none_selfish11,20260120_183942_824336_218f3eb1,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",False,,6,0,0,0,140,75,65,0.03571428571428581,140,True,True,7,3,4,2,1,1,5,3,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,3,0,1,3,1,1,0,1,0,0,0,0,1,0,0,0,1,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,80,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260120_140751_786555_8865028d,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",False,strict,6,0,0,0,140,75,65,0.03571428571428581,140,True,True,7,3,4,2,2,0,5,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,1,0,1,2,1,0,1,0,1,0,0,2,0,0,0,1,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,80,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation_selfish11,20260120_140947_178474_45231b00,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",False,tile_with_judge_implementation,6,0,0,0,0,0,0,0.0,140,False,False,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,80,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11,20260120_140936_714770_04958ba8,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,6,0,0,0,140,75,65,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,1,2,0,0,0,5,2,3,0,0,0,11,6,5,5,3,2,1,4,,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,80,ctx1_fog00_p4ptrue_contract_none_selfish11,20260120_184017_171670_bc88d26d,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,,7,0,0,0,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,1,1,2,1,1,4,2,2,2,1,1,7,4,3,4,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,80,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260120_140904_219936_1bad04be,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,6,0,0,0,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,3,2,1,0,0,0,8,4,4,3,1,2,1,3,6.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,80,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260120_141020_699586_f398272d,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,6,0,0,0,140,75,65,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,1,1,0,3,2,1,0,0,0,5,3,2,3,1,2,1,2,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,81,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260120_141234_183748_e345b918,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'B'], ['B', 'B', 'B', 'R'], ['B', 'R', 'R', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",False,contract_for_finishing,6,0,0,0,140,85,55,0.1071428571428572,140,True,True,4,2,2,2,1,1,2,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,20,0,0,2,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,81,ctx1_fog00_p4pfalse_contract_none_selfish11,20260120_184109_367752_b8ebeffa,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'B'], ['B', 'B', 'B', 'R'], ['B', 'R', 'R', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",False,,8,0,0,0,60,60,0,0.5,140,True,False,11,4,7,3,1,2,8,6,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,5,1,0,4,1,0,0,0,2,2,1,3,2,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,81,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260120_141224_281650_51db5a0f,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'B'], ['B', 'B', 'B', 'R'], ['B', 'R', 'R', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",False,strict,6,0,0,0,140,65,75,0.03571428571428581,140,True,True,7,4,3,2,1,1,5,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,3,3,1,0,2,3,0,0,0,1,0,0,1,0,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,81,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation_selfish11,20260120_141620_124815_b6bb5ea8,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'B'], ['B', 'B', 'B', 'R'], ['B', 'R', 'R', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",False,tile_with_judge_implementation,9,0,0,0,75,75,0,0.5,140,True,False,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,2,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,81,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11,20260120_141432_708194_255d1795,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'B'], ['B', 'B', 'B', 'R'], ['B', 'R', 'R', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,6,0,0,0,140,79,61,0.06428571428571428,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,2,1,1,3,1,2,5,2,3,0,0,0,7,3,4,5,3,2,1,2,,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,81,ctx1_fog00_p4ptrue_contract_none_selfish11,20260120_184111_694295_3b1fd8b7,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'B'], ['B', 'B', 'B', 'R'], ['B', 'R', 'R', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,,6,0,0,0,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,1,2,1,1,0,4,2,2,0,0,0,13,6,7,4,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,81,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260120_141233_321071_7e561900,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'B'], ['B', 'B', 'B', 'R'], ['B', 'R', 'R', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,6,0,0,0,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,1,0,1,2,2,0,0,0,0,4,2,2,2,0,2,1,5,4.0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,81,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260120_141635_417635_f62e919e,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'B'], ['B', 'B', 'B', 'R'], ['B', 'R', 'R', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,6,0,0,0,140,75,65,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,1,1,0,0,0,2,1,1,2,1,1,1,2,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,82,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260120_141839_007553_d75e0bc4,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'R', 'B'], ['B', 'B', 'R', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",False,contract_for_finishing,6,0,0,0,140,70,70,0.0,140,True,True,6,2,4,2,1,1,4,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,10,10,2,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,82,ctx1_fog00_p4pfalse_contract_none_selfish11,20260120_184304_661944_ef036df3,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'R', 'B'], ['B', 'B', 'R', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",False,,6,0,0,0,140,70,70,0.0,140,True,True,7,3,4,3,2,1,4,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,3,3,2,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,82,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260120_141649_367402_eae15a26,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'R', 'B'], ['B', 'B', 'R', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",False,strict,6,0,0,0,140,65,75,0.03571428571428581,140,True,True,3,2,1,2,1,1,1,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3.0,0,3,0,2,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,82,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation_selfish11,20260120_142045_110510_5a939da3,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'R', 'B'], ['B', 'B', 'R', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",False,tile_with_judge_implementation,13,0,0,0,140,70,70,0.0,140,True,True,7,0,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,2,2,1,2,0,0,0,6,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,82,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11,20260120_142026_012877_3d536df1,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'R', 'B'], ['B', 'B', 'R', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,7,0,0,0,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,1,2,1,1,0,4,2,2,1,0,1,13,6,7,4,2,2,1,4,,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,82,ctx1_fog00_p4ptrue_contract_none_selfish11,20260120_184334_009178_ccc3a969,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'R', 'B'], ['B', 'B', 'R', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,,8,0,0,0,140,75,65,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,4,1,3,0,0,0,5,2,3,1,0,1,15,6,9,5,3,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,82,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260120_141741_276419_b866992f,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'R', 'B'], ['B', 'B', 'R', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,6,0,0,0,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,2,2,0,0,0,0,8,4,4,2,0,2,1,2,5.0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,82,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260120_142155_550155_5ba14e8a,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'R', 'B'], ['B', 'B', 'R', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,6,0,0,0,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,2,2,0,0,0,0,10,6,4,2,0,2,1,2,,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,83,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260120_142252_099366_9046a06a,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'B', 'R'], ['B', 'R', 'R', 'R'], ['R', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",False,contract_for_finishing,6,0,0,0,140,70,70,0.0,140,True,True,4,1,3,1,1,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,0,0,0,0,0,0,10,10,0,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,83,ctx1_fog00_p4pfalse_contract_none_selfish11,20260120_184445_847279_e4ca7e9b,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'B', 'R'], ['B', 'R', 'R', 'R'], ['R', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",False,,6,0,0,0,140,70,70,0.0,140,True,True,4,2,2,1,1,0,3,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,83,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260120_142207_012375_53385f27,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'B', 'R'], ['B', 'R', 'R', 'R'], ['R', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",False,strict,7,0,0,0,140,65,75,0.03571428571428581,140,True,True,6,3,3,3,2,1,3,1,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,2,3,2,3,0
LLAMA_MAVERICK-LLAMA_MAVERICK,83,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation_selfish11,20260120_142500_994783_38aed8d1,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'B', 'R'], ['B', 'R', 'R', 'R'], ['R', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",False,tile_with_judge_implementation,8,0,0,0,140,70,70,0.0,140,True,True,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,2,2,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
