Model Pair,Grid ID,Config ID,Run ID,Context,Fog of War,Grid,Bucket,Sub-stratum,Pay4Partner,Contract Type,Total Turns,Non-Cooperative Baseline Player 0,Non-Cooperative Baseline Player 1,Total Score,Score Player 0,Score Player 1,Gini,Max Possible Score,Reached Goal Player 0,Reached Goal Player 1,Total Trades Proposed,Total Trades Accepted,Total Trades Rejected,Total P4P Promises Kept,Total P4P Promises Broken,amount_received_by_0_from_trades,amount_received_by_1_from_trades,contract_accepted,contract_negotiaion_length,num_tiles_in_contract,num_tiles_promised_to_receive_from_contract_0,num_tiles_promised_to_receive_from_contract_1,points_for_completion_promised_to_0,points_for_completion_promised_to_1,B Min Trades Path,B Max Trades Path,R Min Trades Path,R Max Trades Path,Trade Asymmetry
GPT_4.1-GPT_4.1,21,ctx1_fog10_p4ptrue_contract_none,20250921_220203,True,"[True, False]","[['G', 'B', 'R', 'R'], ['B', 'R', 'B', 'R'], ['B', 'R', 'R', 'B'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (1,1)",True,,6,0,0,130,70,60,0.03846153846153855,130,True,True,1,1,0,3,0,0,0,0,0,0.0,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,21,ctx1_fog11_p4pfalse_contract_contract_for_finishing,20250921_221151,True,"[True, True]","[['G', 'B', 'R', 'R'], ['B', 'R', 'B', 'R'], ['B', 'R', 'R', 'B'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,7,0,0,130,55,75,0.07692307692307687,130,True,True,1,1,0,0,0,2,4,1,2,,0,0,10,10,1,3,1,3,0
GPT_4.1-GPT_4.1,21,ctx1_fog11_p4pfalse_contract_none,20250921_220516,True,"[True, True]","[['G', 'B', 'R', 'R'], ['B', 'R', 'B', 'R'], ['B', 'R', 'R', 'B'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (1,1)",False,,7,0,0,130,65,65,0.0,130,True,True,4,2,2,0,0,4,4,0,0,0.0,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,21,ctx1_fog11_p4pfalse_contract_strict,20250921_220832,True,"[True, True]","[['G', 'B', 'R', 'R'], ['B', 'R', 'B', 'R'], ['B', 'R', 'R', 'B'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,8,0,0,70,70,0,0.5,130,True,False,0,0,0,0,0,0,0,1,3,3.0,2,1,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,21,ctx1_fog11_p4pfalse_contract_tile_with_judge_implementation,20250921_221528,True,"[True, True]","[['G', 'B', 'R', 'R'], ['B', 'R', 'B', 'R'], ['B', 'R', 'R', 'B'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (1,1)",False,tile_with_judge_implementation,8,0,0,70,70,0,0.5,130,True,False,0,0,0,0,0,0,0,1,2,,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,21,ctx1_fog11_p4ptrue_contract_none,20250921_220248,True,"[True, True]","[['G', 'B', 'R', 'R'], ['B', 'R', 'B', 'R'], ['B', 'R', 'R', 'B'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (1,1)",True,,9,0,0,0,0,0,0.0,130,False,False,3,1,2,4,0,0,0,0,0,0.0,0,0,0,0,1,3,1,3,0
DeepSeek_R1-DeepSeek_R1,22,ctx1_fog00_p4pfalse_contract_contract_for_finishing,20250919_214458,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,7,0,0,130,67,63,0.01538461538461533,130,True,True,1,1,0,0,0,1,1,1,3,,0,0,11,9,1,3,1,3,0
Llama_405B-Llama_405B,22,ctx1_fog00_p4pfalse_contract_contract_for_finishing,20250921_215325,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,6,0,0,130,57,73,0.06153846153846154,130,True,True,1,1,0,0,0,1,3,1,3,,0,0,9,7,1,3,1,3,0
DeepSeek_R1-DeepSeek_R1,22,ctx1_fog00_p4pfalse_contract_none,20250919_213700,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,,6,0,0,130,65,65,0.0,130,True,True,1,1,0,0,0,1,1,0,0,0.0,0,0,0,0,1,3,1,3,0
Llama_405B-Llama_405B,22,ctx1_fog00_p4pfalse_contract_none,20250921_214848,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,,6,0,0,130,55,75,0.07692307692307687,130,True,True,1,1,0,0,0,1,3,0,0,0.0,0,0,0,0,1,3,1,3,0
DeepSeek_R1-DeepSeek_R1,22,ctx1_fog00_p4pfalse_contract_strict,20250919_213817,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,8,0,0,0,0,0,0.0,130,False,False,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,3,1,3,0
Llama_405B-Llama_405B,22,ctx1_fog00_p4pfalse_contract_strict,20250921_215127,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,5,0,0,0,0,0,0.0,130,False,False,0,0,0,0,0,0,0,1,3,3.0,1,2,0,0,1,3,1,3,0
DeepSeek_R1-DeepSeek_R1,22,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation,20250919_214834,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,tile_with_judge_implementation,6,0,0,130,65,65,0.0,130,True,True,0,0,0,0,0,0,0,1,2,,0,0,0,0,1,3,1,3,0
Llama_405B-Llama_405B,22,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation,20250921_215603,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,tile_with_judge_implementation,4,0,0,0,0,0,0.0,130,False,False,0,0,0,0,0,0,0,1,3,,0,0,0,0,1,3,1,3,0
DeepSeek_R1-DeepSeek_R1,22,ctx1_fog00_p4ptrue_contract_none,20250919_213518,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,,5,0,0,0,0,0,0.0,130,False,False,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,1,3,1,3,0
Llama_405B-Llama_405B,22,ctx1_fog00_p4ptrue_contract_none,20250921_214634,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,,6,0,0,130,65,65,0.0,130,True,True,1,1,0,2,0,0,0,0,0,0.0,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,22,ctx1_fog01_p4pfalse_contract_contract_for_finishing,20250921_222340,True,"[False, True]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,6,0,0,130,65,65,0.0,130,True,True,3,1,2,0,0,2,2,1,2,,0,0,10,10,1,3,1,3,0
GPT_4.1-GPT_4.1,22,ctx1_fog01_p4pfalse_contract_none,20250921_221811,True,"[False, True]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,,8,0,0,60,60,0,0.5,130,True,False,1,1,0,0,0,1,2,0,0,0.0,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,22,ctx1_fog01_p4pfalse_contract_strict,20250921_221925,True,"[False, True]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,6,0,0,130,65,65,0.0,130,True,True,0,0,0,0,0,0,0,1,2,4.0,1,3,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,22,ctx1_fog01_p4pfalse_contract_tile_with_judge_implementation,20250921_222718,True,"[False, True]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,tile_with_judge_implementation,6,0,0,130,50,80,0.11538461538461542,130,True,True,0,0,0,0,0,0,0,1,3,,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,22,ctx1_fog01_p4ptrue_contract_none,20250921_221620,True,"[False, True]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,,5,0,0,0,0,0,0.0,130,False,False,4,0,4,0,0,0,0,0,0,0.0,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,22,ctx1_fog10_p4pfalse_contract_contract_for_finishing,20250921_222454,True,"[True, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,8,0,0,65,9,56,0.3615384615384616,130,False,True,5,1,4,0,0,2,2,1,2,,0,0,9,7,1,3,1,3,0
GPT_4.1-GPT_4.1,22,ctx1_fog10_p4pfalse_contract_none,20250921_221841,True,"[True, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,,6,0,0,130,70,60,0.03846153846153855,130,True,True,3,1,2,0,0,2,1,0,0,0.0,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,22,ctx1_fog10_p4pfalse_contract_strict,20250921_222036,True,"[True, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,8,0,0,65,0,65,0.5,130,False,True,0,0,0,0,0,0,0,1,2,2.0,1,1,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,22,ctx1_fog10_p4pfalse_contract_tile_with_judge_implementation,20250921_222811,True,"[True, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,tile_with_judge_implementation,5,0,0,0,0,0,0.0,130,False,False,0,0,0,0,0,0,0,1,2,,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,22,ctx1_fog10_p4ptrue_contract_none,20250921_221640,True,"[True, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,,6,0,0,130,70,60,0.03846153846153855,130,True,True,1,1,0,3,0,0,0,0,0,0.0,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,22,ctx1_fog11_p4pfalse_contract_contract_for_finishing,20250921_222610,True,"[True, True]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,6,0,0,130,60,70,0.03846153846153855,130,True,True,1,1,0,0,0,2,3,1,2,,0,0,10,10,1,3,1,3,0
GPT_4.1-GPT_4.1,22,ctx1_fog11_p4pfalse_contract_none,20250921_221905,True,"[True, True]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,,7,0,0,130,65,65,0.0,130,True,True,1,1,0,0,0,4,4,0,0,0.0,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,22,ctx1_fog11_p4pfalse_contract_strict,20250921_222140,True,"[True, True]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,8,0,0,65,0,65,0.5,130,False,True,0,0,0,0,0,0,0,1,2,2.0,1,1,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,22,ctx1_fog11_p4pfalse_contract_tile_with_judge_implementation,20250921_222842,True,"[True, True]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,tile_with_judge_implementation,5,0,0,0,0,0,0.0,130,False,False,0,0,0,0,0,0,0,1,2,,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,22,ctx1_fog11_p4ptrue_contract_none,20250921_221722,True,"[True, True]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,,6,0,0,130,65,65,0.0,130,True,True,1,1,0,4,0,0,0,0,0,0.0,0,0,0,0,1,3,1,3,0
DeepSeek_R1-DeepSeek_R1,23,ctx1_fog00_p4pfalse_contract_contract_for_finishing,20250919_220008,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,8,0,0,130,60,70,0.03846153846153855,130,True,True,1,1,0,0,0,1,2,0,0,0.0,0,0,0,0,1,3,1,3,0
Llama_405B-Llama_405B,23,ctx1_fog00_p4pfalse_contract_contract_for_finishing,20250921_220707,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,7,0,0,130,70,60,0.03846153846153855,130,True,True,1,1,0,0,0,2,1,0,0,0.0,0,0,0,0,1,3,1,3,0
DeepSeek_R1-DeepSeek_R1,23,ctx1_fog00_p4pfalse_contract_none,20250919_215315,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,,8,0,0,0,0,0,0.0,130,False,False,1,1,0,0,0,1,2,0,0,0.0,0,0,0,0,1,3,1,3,0
Llama_405B-Llama_405B,23,ctx1_fog00_p4pfalse_contract_none,20250921_220309,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,,6,0,0,130,55,75,0.07692307692307687,130,True,True,1,1,0,0,0,1,3,0,0,0.0,0,0,0,0,1,3,1,3,0
DeepSeek_R1-DeepSeek_R1,23,ctx1_fog00_p4pfalse_contract_strict,20250919_215656,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,6,0,0,0,0,0,0.0,130,False,False,0,0,0,0,0,0,0,1,1,3.0,1,2,0,0,1,3,1,3,0
Llama_405B-Llama_405B,23,ctx1_fog00_p4pfalse_contract_strict,20250921_220423,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,6,0,0,0,0,0,0.0,130,False,False,0,0,0,0,0,0,0,0,3,0.0,0,0,0,0,1,3,1,3,0
DeepSeek_R1-DeepSeek_R1,23,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation,20250919_220454,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,tile_with_judge_implementation,9,0,0,75,0,75,0.5,130,False,True,0,0,0,0,0,0,0,1,2,,0,0,0,0,1,3,1,3,0
Llama_405B-Llama_405B,23,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation,20250921_221450,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,tile_with_judge_implementation,6,0,0,0,0,0,0.0,130,False,False,0,0,0,0,0,0,0,1,3,,0,0,0,0,1,3,1,3,0
DeepSeek_R1-DeepSeek_R1,23,ctx1_fog00_p4ptrue_contract_none,20250919_215038,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,,7,0,0,0,0,0,0.0,130,False,False,3,2,1,0,6,0,0,0,0,0.0,0,0,0,0,1,3,1,3,0
Llama_405B-Llama_405B,23,ctx1_fog00_p4ptrue_contract_none,20250921_215856,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,,8,0,0,70,0,70,0.5,130,False,True,1,1,0,1,4,0,0,0,0,0.0,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,23,ctx1_fog01_p4pfalse_contract_contract_for_finishing,20250921_223614,True,"[False, True]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,7,0,0,130,55,75,0.07692307692307687,130,True,True,1,1,0,0,0,1,3,1,2,,0,0,10,10,1,3,1,3,0
GPT_4.1-GPT_4.1,23,ctx1_fog01_p4pfalse_contract_none,20250921_223110,True,"[False, True]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,,8,0,0,65,65,0,0.5,130,True,False,3,1,2,0,0,2,2,0,0,0.0,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,23,ctx1_fog01_p4pfalse_contract_strict,20250921_223226,True,"[False, True]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,6,0,0,130,50,80,0.11538461538461542,130,True,True,0,0,0,0,0,0,0,1,2,5.0,1,4,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,23,ctx1_fog01_p4pfalse_contract_tile_with_judge_implementation,20250921_223839,True,"[False, True]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,tile_with_judge_implementation,6,0,0,130,50,80,0.11538461538461542,130,True,True,0,0,0,0,0,0,0,1,2,,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,23,ctx1_fog01_p4ptrue_contract_none,20250921_222925,True,"[False, True]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,,6,0,0,0,0,0,0.0,130,False,False,5,0,5,0,0,0,0,0,0,0.0,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,23,ctx1_fog10_p4pfalse_contract_contract_for_finishing,20250921_223708,True,"[True, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,7,0,0,130,75,55,0.07692307692307687,130,True,True,1,1,0,0,0,3,1,1,2,,0,0,10,10,1,3,1,3,0
GPT_4.1-GPT_4.1,23,ctx1_fog10_p4pfalse_contract_none,20250921_223142,True,"[True, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,,6,0,0,130,65,65,0.0,130,True,True,1,1,0,0,0,1,1,0,0,0.0,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,23,ctx1_fog10_p4pfalse_contract_strict,20250921_223332,True,"[True, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,6,0,0,130,80,50,0.11538461538461542,130,True,True,0,0,0,0,0,0,0,1,2,6.0,4,1,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,23,ctx1_fog10_p4pfalse_contract_tile_with_judge_implementation,20250921_223925,True,"[True, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,tile_with_judge_implementation,8,0,0,70,0,70,0.5,130,False,True,0,0,0,0,0,0,0,1,3,,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,23,ctx1_fog10_p4ptrue_contract_none,20250921_222950,True,"[True, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,,6,0,0,130,65,65,0.0,130,True,True,1,1,0,2,0,0,0,0,0,0.0,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,23,ctx1_fog11_p4pfalse_contract_contract_for_finishing,20250921_223752,True,"[True, True]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,8,0,0,65,55,10,0.34615384615384626,130,True,False,3,1,2,0,0,2,2,1,2,,0,0,10,10,1,3,1,3,0
GPT_4.1-GPT_4.1,23,ctx1_fog11_p4pfalse_contract_none,20250921_223203,True,"[True, True]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,,8,0,0,60,60,0,0.5,130,True,False,1,1,0,0,0,2,3,0,0,0.0,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,23,ctx1_fog11_p4pfalse_contract_strict,20250921_223437,True,"[True, True]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,8,0,0,70,0,70,0.5,130,False,True,0,0,0,0,0,0,0,1,2,3.0,1,2,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,23,ctx1_fog11_p4pfalse_contract_tile_with_judge_implementation,20250921_224057,True,"[True, True]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,tile_with_judge_implementation,11,0,0,70,0,70,0.5,130,False,True,0,0,0,0,0,0,0,1,3,,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,23,ctx1_fog11_p4ptrue_contract_none,20250921_223028,True,"[True, True]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,,6,0,0,0,0,0,0.0,130,False,False,1,1,0,6,0,0,0,0,0,0.0,0,0,0,0,1,3,1,3,0
DeepSeek_R1-DeepSeek_R1,24,ctx1_fog00_p4pfalse_contract_contract_for_finishing,20250919_221840,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'B', 'B', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,6,0,0,130,60,70,0.03846153846153855,130,True,True,1,1,0,0,0,1,2,1,5,,0,0,10,10,1,3,1,3,0
Llama_405B-Llama_405B,24,ctx1_fog00_p4pfalse_contract_contract_for_finishing,20250921_222633,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'B', 'B', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,6,0,0,130,62,68,0.023076923076922995,130,True,True,1,1,0,0,0,1,2,1,3,,0,0,7,5,1,3,1,3,0
DeepSeek_R1-DeepSeek_R1,24,ctx1_fog00_p4pfalse_contract_none,20250919_220929,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'B', 'B', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",False,,8,0,0,60,60,0,0.5,130,True,False,1,1,0,0,0,1,2,0,0,0.0,0,0,0,0,1,3,1,3,0
Llama_405B-Llama_405B,24,ctx1_fog00_p4pfalse_contract_none,20250921_222143,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'B', 'B', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",False,,6,0,0,130,55,75,0.07692307692307687,130,True,True,1,1,0,0,0,1,3,0,0,0.0,0,0,0,0,1,3,1,3,0
DeepSeek_R1-DeepSeek_R1,24,ctx1_fog00_p4pfalse_contract_strict,20250919_221124,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'B', 'B', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,8,0,0,0,0,0,0.0,130,False,False,0,0,0,0,0,0,0,0,2,0.0,0,0,0,0,1,3,1,3,0
Llama_405B-Llama_405B,24,ctx1_fog00_p4pfalse_contract_strict,20250921_222308,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'B', 'B', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,8,0,0,70,70,0,0.5,130,True,False,0,0,0,0,0,0,0,1,3,5.0,2,3,0,0,1,3,1,3,0
DeepSeek_R1-DeepSeek_R1,24,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation,20250919_222216,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'B', 'B', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",False,tile_with_judge_implementation,10,0,0,70,70,0,0.5,130,True,False,0,0,0,0,0,0,0,1,2,,0,0,0,0,1,3,1,3,0
