Model Pair,Grid ID,Config ID,Run ID,Context,Fog of War,Grid,Bucket,Sub-stratum,Pay4Partner,Contract Type,Total Turns,Format Errors,Non-Cooperative Baseline Player 0,Non-Cooperative Baseline Player 1,Total Score,Score Player 0,Score Player 1,Gini,Max Possible Score,Reached Goal Player 0,Reached Goal Player 1,Total Trades Proposed,Total Trades Accepted,Total Trades Rejected,Total P4P Promises Kept,Total P4P Promises Broken,amount_received_by_0_from_trades,amount_received_by_1_from_trades,contract_accepted,contract_negotiaion_length,num_tiles_in_contract,num_tiles_promised_to_receive_from_contract_0,num_tiles_promised_to_receive_from_contract_1,points_for_completion_promised_to_0,points_for_completion_promised_to_1,B Min Trades Path,B Max Trades Path,R Min Trades Path,R Max Trades Path,Trade Asymmetry
GPT_4.1-GPT_4.1,7,ctx1_fog00_p4pfalse_contract_none,20250930_144225,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'B'], ['R', 'B', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,,8,0,65,65,65,0,65,0.5,130,False,True,6,0,6,0,0,0,0,0,0,0.0,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,7,ctx1_fog00_p4pfalse_contract_strict,20250930_144308,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'B'], ['R', 'B', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,strict,6,0,65,65,130,90,40,0.1923076923076923,130,True,True,0,0,0,0,0,0,0,1,3,5.0,5,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,7,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation,20250930_144633,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'B'], ['R', 'B', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,tile_with_judge_implementation,6,0,65,65,130,90,40,0.1923076923076923,130,True,True,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,7,ctx1_fog00_p4ptrue_contract_contract_for_finishing,20250930_143810,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'B'], ['R', 'B', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,contract_for_finishing,6,0,65,65,130,60,70,0.03846153846153855,130,True,True,2,2,0,5,0,0,0,1,2,,0,0,10,10,0,3,0,3,0
GPT_4.1-GPT_4.1,7,ctx1_fog00_p4ptrue_contract_none,20250930_143534,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'B'], ['R', 'B', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,,6,0,65,65,130,65,65,0.0,130,True,True,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,7,ctx1_fog00_p4ptrue_contract_strict,20250930_143627,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'B'], ['R', 'B', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,strict,8,0,65,65,130,65,65,0.0,130,True,True,6,0,6,0,0,0,0,1,2,4.0,2,2,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,7,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation,20250930_144003,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'B'], ['R', 'B', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,tile_with_judge_implementation,6,0,65,65,130,75,55,0.07692307692307687,130,True,True,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,8,ctx1_fog00_p4pfalse_contract_contract_for_finishing,20250930_145823,True,"[False, False]","[['G', 'B', 'B', 'R'], ['R', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,contract_for_finishing,6,1,65,65,130,65,65,0.0,130,True,True,2,1,1,0,0,4,4,1,2,,0,0,6,6,0,3,0,3,0
GPT_4.1-GPT_4.1,8,ctx1_fog00_p4pfalse_contract_none,20250930_145454,True,"[False, False]","[['G', 'B', 'B', 'R'], ['R', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,,6,0,65,65,130,65,65,0.0,130,True,True,2,1,1,0,0,5,5,0,0,0.0,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,8,ctx1_fog00_p4pfalse_contract_strict,20250930_145537,True,"[False, False]","[['G', 'B', 'B', 'R'], ['R', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,strict,8,1,65,65,80,0,80,0.5,130,False,True,4,1,3,0,0,5,5,1,2,3.0,2,1,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,8,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation,20250930_150003,True,"[False, False]","[['G', 'B', 'B', 'R'], ['R', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,tile_with_judge_implementation,8,0,65,65,75,75,0,0.5,130,True,False,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,8,ctx1_fog00_p4ptrue_contract_contract_for_finishing,20250930_145117,True,"[False, False]","[['G', 'B', 'B', 'R'], ['R', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,contract_for_finishing,6,0,65,65,130,70,60,0.03846153846153855,130,True,True,2,2,0,5,0,0,0,1,2,,0,0,10,10,0,3,0,3,0
GPT_4.1-GPT_4.1,8,ctx1_fog00_p4ptrue_contract_none,20250930_144900,True,"[False, False]","[['G', 'B', 'B', 'R'], ['R', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,,6,0,65,65,130,70,60,0.03846153846153855,130,True,True,2,2,0,5,0,0,0,0,0,0.0,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,8,ctx1_fog00_p4ptrue_contract_strict,20250930_145007,True,"[False, False]","[['G', 'B', 'B', 'R'], ['R', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,strict,6,0,65,65,130,70,60,0.03846153846153855,130,True,True,0,0,0,0,0,0,0,1,2,5.0,3,2,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,8,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation,20250930_145238,True,"[False, False]","[['G', 'B', 'B', 'R'], ['R', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,tile_with_judge_implementation,8,0,65,65,75,0,75,0.5,130,False,True,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,9,ctx1_fog00_p4pfalse_contract_contract_for_finishing,20250930_151124,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['B', 'R', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,contract_for_finishing,6,0,65,65,130,65,65,0.0,130,True,True,2,1,1,0,0,4,4,1,2,,0,0,8,8,0,3,0,3,0
GPT_4.1-GPT_4.1,9,ctx1_fog00_p4pfalse_contract_none,20250930_150936,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['B', 'R', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,,6,0,65,65,130,65,65,0.0,130,True,True,2,1,1,0,0,4,4,0,0,0.0,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,9,ctx1_fog00_p4pfalse_contract_strict,20250930_151020,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['B', 'R', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,strict,6,0,65,65,130,80,50,0.11538461538461542,130,True,True,0,0,0,0,0,0,0,1,2,4.0,3,1,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,9,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation,20250930_151309,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['B', 'R', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,tile_with_judge_implementation,8,0,65,65,55,55,0,0.5,130,True,False,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,9,ctx1_fog00_p4ptrue_contract_contract_for_finishing,20250930_150453,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['B', 'R', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,contract_for_finishing,6,0,65,65,130,55,75,0.07692307692307687,130,True,True,2,2,0,6,0,0,0,1,2,,0,0,10,10,0,3,0,3,0
GPT_4.1-GPT_4.1,9,ctx1_fog00_p4ptrue_contract_none,20250930_150231,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['B', 'R', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,,6,0,65,65,130,75,55,0.07692307692307687,130,True,True,2,2,0,4,0,0,0,0,0,0.0,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,9,ctx1_fog00_p4ptrue_contract_strict,20250930_150355,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['B', 'R', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,strict,6,0,65,65,130,50,80,0.11538461538461542,130,True,True,0,0,0,0,0,0,0,1,2,5.0,1,4,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,9,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation,20250930_150709,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['B', 'R', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,tile_with_judge_implementation,8,1,65,65,75,75,0,0.5,130,True,False,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,10,ctx1_fog00_p4pfalse_contract_contract_for_finishing,20250930_152201,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,contract_for_finishing,8,0,65,65,65,1,64,0.48461538461538467,130,False,True,8,0,8,0,0,0,0,1,2,,0,0,1,1,0,3,0,3,0
GPT_4.1-GPT_4.1,10,ctx1_fog00_p4pfalse_contract_none,20250930_151959,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,,6,0,65,65,130,55,75,0.07692307692307687,130,True,True,2,1,1,0,0,2,4,0,0,0.0,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,10,ctx1_fog00_p4pfalse_contract_strict,20250930_152054,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,strict,6,0,65,65,130,60,70,0.03846153846153855,130,True,True,0,0,0,0,0,0,0,1,2,5.0,2,3,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,10,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation,20250930_152342,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,tile_with_judge_implementation,6,0,65,65,130,60,70,0.03846153846153855,130,True,True,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,10,ctx1_fog00_p4ptrue_contract_contract_for_finishing,20250930_151748,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,contract_for_finishing,6,0,65,65,130,60,70,0.03846153846153855,130,True,True,4,2,2,5,0,0,0,1,2,,0,0,10,10,0,3,0,3,0
GPT_4.1-GPT_4.1,10,ctx1_fog00_p4ptrue_contract_none,20250930_151525,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,,6,0,65,65,130,40,90,0.1923076923076923,130,True,True,4,2,2,5,0,0,0,0,0,0.0,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,10,ctx1_fog00_p4ptrue_contract_strict,20250930_151648,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,strict,6,0,65,65,130,60,70,0.03846153846153855,130,True,True,0,0,0,0,0,0,0,1,2,5.0,2,3,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,10,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation,20250930_151928,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,tile_with_judge_implementation,3,6,65,65,0,0,0,0.0,130,False,False,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,34,ctx1_fog00_p4pfalse_contract_contract_for_finishing,20250930_160308,True,"[False, False]","[['G', 'R', 'R', 'R'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,8,0,0,0,70,8,62,0.3857142857142857,130,False,True,8,1,7,0,0,1,2,1,2,,0,0,8,8,1,3,1,3,0
GPT_4.1-GPT_4.1,34,ctx1_fog00_p4pfalse_contract_none,20250930_160043,True,"[False, False]","[['G', 'R', 'R', 'R'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,,6,0,0,0,130,65,65,0.0,130,True,True,2,1,1,0,0,4,4,0,0,0.0,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,34,ctx1_fog00_p4pfalse_contract_strict,20250930_160137,True,"[False, False]","[['G', 'R', 'R', 'R'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,9,0,0,0,75,0,75,0.5,130,False,True,0,0,0,0,0,0,0,1,2,7.0,4,3,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,34,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation,20250930_160426,True,"[False, False]","[['G', 'R', 'R', 'R'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,tile_with_judge_implementation,9,0,0,0,130,65,65,0.0,130,True,True,0,0,0,0,0,0,0,1,2,,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,34,ctx1_fog00_p4ptrue_contract_contract_for_finishing,20250930_155649,True,"[False, False]","[['G', 'R', 'R', 'R'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,contract_for_finishing,6,0,0,0,130,50,80,0.11538461538461542,130,True,True,4,3,1,5,0,0,0,1,1,,0,0,10,10,1,3,1,3,0
GPT_4.1-GPT_4.1,34,ctx1_fog00_p4ptrue_contract_none,20250930_155418,True,"[False, False]","[['G', 'R', 'R', 'R'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,,6,0,0,0,130,50,80,0.11538461538461542,130,True,True,2,2,0,5,0,0,0,0,0,0.0,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,34,ctx1_fog00_p4ptrue_contract_strict,20250930_155600,True,"[False, False]","[['G', 'R', 'R', 'R'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,strict,6,0,0,0,130,50,80,0.11538461538461542,130,True,True,0,0,0,0,0,0,0,1,2,5.0,1,4,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,34,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation,20250930_155828,True,"[False, False]","[['G', 'R', 'R', 'R'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,tile_with_judge_implementation,6,0,0,0,130,50,80,0.11538461538461542,130,True,True,0,0,0,0,0,0,0,1,2,,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,35,ctx1_fog00_p4pfalse_contract_contract_for_finishing,20250930_161624,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'B', 'B'], ['B', 'R', 'R', 'R'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,6,0,0,0,130,65,65,0.0,130,True,True,2,1,1,0,0,4,4,1,2,,0,0,10,10,1,3,1,3,0
GPT_4.1-GPT_4.1,35,ctx1_fog00_p4pfalse_contract_none,20250930_161258,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'B', 'B'], ['B', 'R', 'R', 'R'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,,6,0,0,0,130,65,65,0.0,130,True,True,2,1,1,0,0,3,3,0,0,0.0,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,35,ctx1_fog00_p4pfalse_contract_strict,20250930_161425,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'B', 'B'], ['B', 'R', 'R', 'R'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,8,0,0,0,65,0,65,0.5,130,False,True,0,0,0,0,0,0,0,1,3,5.0,3,2,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,35,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation,20250930_161756,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'B', 'B'], ['B', 'R', 'R', 'R'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,tile_with_judge_implementation,4,4,0,0,0,0,0,0.0,130,False,False,0,0,0,0,0,0,0,1,3,,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,35,ctx1_fog00_p4ptrue_contract_contract_for_finishing,20250930_160922,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'B', 'B'], ['B', 'R', 'R', 'R'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,contract_for_finishing,6,0,0,0,130,60,70,0.03846153846153855,130,True,True,2,2,0,5,0,0,0,1,2,,0,0,10,10,1,3,1,3,0
GPT_4.1-GPT_4.1,35,ctx1_fog00_p4ptrue_contract_none,20250930_160640,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'B', 'B'], ['B', 'R', 'R', 'R'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,,6,0,0,0,130,60,70,0.03846153846153855,130,True,True,2,2,0,7,0,0,0,0,0,0.0,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,35,ctx1_fog00_p4ptrue_contract_strict,20250930_160830,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'B', 'B'], ['B', 'R', 'R', 'R'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,strict,4,2,0,0,0,0,0,0.0,130,False,False,0,0,0,0,0,0,0,1,2,4.0,3,1,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,35,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation,20250930_161100,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'B', 'B'], ['B', 'R', 'R', 'R'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,tile_with_judge_implementation,7,0,0,0,130,65,65,0.0,130,True,True,0,0,0,0,0,0,0,1,1,,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,36,ctx1_fog00_p4pfalse_contract_contract_for_finishing,20250930_162625,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,6,0,0,0,130,65,65,0.0,130,True,True,4,2,2,0,0,2,2,1,2,,0,0,10,10,1,3,1,3,0
GPT_4.1-GPT_4.1,36,ctx1_fog00_p4pfalse_contract_none,20250930_162433,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,,6,0,0,0,130,65,65,0.0,130,True,True,2,1,1,0,0,3,3,0,0,0.0,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,36,ctx1_fog00_p4pfalse_contract_strict,20250930_162529,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,6,0,0,0,130,70,60,0.03846153846153855,130,True,True,0,0,0,0,0,0,0,1,2,5.0,3,2,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,36,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation,20250930_162730,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,tile_with_judge_implementation,6,0,0,0,130,70,60,0.03846153846153855,130,True,True,0,0,0,0,0,0,0,1,2,,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,36,ctx1_fog00_p4ptrue_contract_contract_for_finishing,20250930_162106,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,contract_for_finishing,6,0,0,0,130,70,60,0.03846153846153855,130,True,True,2,2,0,5,0,0,0,1,2,,0,0,10,10,1,3,1,3,0
GPT_4.1-GPT_4.1,36,ctx1_fog00_p4ptrue_contract_none,20250930_161851,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,,6,0,0,0,130,70,60,0.03846153846153855,130,True,True,2,2,0,5,0,0,0,0,0,0.0,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,36,ctx1_fog00_p4ptrue_contract_strict,20250930_162009,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,strict,6,0,0,0,130,70,60,0.03846153846153855,130,True,True,0,0,0,0,0,0,0,1,2,6.0,4,2,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,36,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation,20250930_162237,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,tile_with_judge_implementation,6,0,0,0,130,70,60,0.03846153846153855,130,True,True,0,0,0,0,0,0,0,1,2,,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,37,ctx1_fog00_p4pfalse_contract_contract_for_finishing,20250930_163939,True,"[False, False]","[['G', 'R', 'B', 'B'], ['B', 'R', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,6,6,0,0,0,0,0,0.0,130,False,False,14,2,12,0,0,2,2,1,2,,0,0,10,10,1,3,1,3,0
GPT_4.1-GPT_4.1,37,ctx1_fog00_p4pfalse_contract_none,20250930_163738,True,"[False, False]","[['G', 'R', 'B', 'B'], ['B', 'R', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,,6,0,0,0,130,55,75,0.07692307692307687,130,True,True,6,1,5,0,0,1,3,0,0,0.0,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,37,ctx1_fog00_p4pfalse_contract_strict,20250930_163814,True,"[False, False]","[['G', 'R', 'B', 'B'], ['B', 'R', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,8,0,0,0,80,0,80,0.5,130,False,True,2,0,2,0,0,0,0,1,2,6.0,2,4,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,37,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation,20250930_164115,True,"[False, False]","[['G', 'R', 'B', 'B'], ['B', 'R', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,tile_with_judge_implementation,8,5,0,0,80,80,0,0.5,130,True,False,0,0,0,0,0,0,0,1,2,,0,0,0,0,1,3,1,3,0
GPT_4.1-GPT_4.1,37,ctx1_fog00_p4ptrue_contract_contract_for_finishing,20250930_163243,True,"[False, False]","[['G', 'R', 'B', 'B'], ['B', 'R', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,contract_for_finishing,6,0,0,0,130,55,75,0.07692307692307687,130,True,True,2,2,0,4,0,0,0,1,2,,0,0,7,7,1,3,1,3,0
