Model Pair,Grid ID,Config ID,Run ID,System Prompt,Context,Fog of War,Grid,Bucket,Sub-stratum,Pay4Partner,Contract Type,Total Turns,Format Errors,Non-Cooperative Baseline Player 0,Non-Cooperative Baseline Player 1,Total Score,Score Player 0,Score Player 1,Gini,Max Possible Score,Reached Goal Player 0,Reached Goal Player 1,Total Trades Proposed,Total Trades Accepted,Total Trades Rejected,Total P4P Arrangements Proposed,Total P4P Arrangements Accepted,Total P4P Arrangements Rejected,Total P4P Promises Kept,Total P4P Promises Broken,amount_received_by_0_from_trades,amount_received_by_1_from_trades,contract_accepted,contract_negotiaion_length,num_tiles_in_contract,num_tiles_promised_to_receive_from_contract_0,num_tiles_promised_to_receive_from_contract_1,moves_made_under_strict_contract_0,moves_made_under_strict_contract_1,points_for_completion_promised_to_0,points_for_completion_promised_to_1,B Min Trades Path,B Max Trades Path,R Min Trades Path,R Max Trades Path,Trade Asymmetry
FOUR_1-FOUR_1,22,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11,20260108_175817_336538_595862d4,default,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,contract_for_finishing,10,0,0,0,70,50,20,0.2142857142857142,140,True,False,0,0,0,1,1,0,2,3,0,0,1,3,,0,0,0,0,0,20,1,3,1,3,0
FOUR_1-FOUR_1,22,ctx1_fog00_p4ptrue_contract_none_selfish11,20260108_175817_334732_c8183458,default,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,,6,0,0,0,140,70,70,0.0,140,True,True,0,0,0,1,1,0,6,0,0,0,0,0,0.0,0,0,0,0,0,0,1,3,1,3,0
FOUR_1-FOUR_1,22,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260108_175817_335984_21c74d9f,default,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,strict,6,0,0,0,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,1,2,5.0,2,3,2,3,0,0,1,3,1,3,0
FOUR_1-FOUR_1,22,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260108_175817_338706_be90c61b,default,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'B', 'B'], ['R', 'R', 'B', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,tile_with_judge_implementation,6,0,0,0,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,2,3,0,0,1,3,1,3,0
FOUR_1-FOUR_1,23,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260108_175907_034462_384fbb35,default,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,8,0,0,0,80,2,78,0.4750000000000001,140,False,True,3,1,2,0,0,0,0,0,2,4,1,2,,0,0,0,0,2,2,1,3,1,3,0
FOUR_1-FOUR_1,23,ctx1_fog00_p4pfalse_contract_none_selfish11,20260108_175817_339390_8784d24b,default,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,,8,0,0,0,140,75,65,0.03571428571428581,140,True,True,1,1,0,0,0,0,0,0,3,2,0,0,0.0,0,0,0,0,0,0,1,3,1,3,0
FOUR_1-FOUR_1,23,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260108_175817_340015_3856bc39,default,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,6,0,0,0,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,1,2,5.0,2,3,2,2,0,0,1,3,1,3,0
FOUR_1-FOUR_1,23,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation_selfish11,20260108_175956_726768_2bc5dc1a,default,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,tile_with_judge_implementation,9,0,0,0,85,0,85,0.5,140,False,True,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,3,0,0,1,3,1,3,0
FOUR_1-FOUR_1,23,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11,20260108_175941_672278_eca1a33a,default,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,contract_for_finishing,8,0,0,0,70,10,60,0.3571428571428572,140,False,True,0,0,0,2,1,1,6,0,0,0,1,2,,0,0,0,0,10,10,1,3,1,3,0
FOUR_1-FOUR_1,23,ctx1_fog00_p4ptrue_contract_none_selfish11,20260108_175817_339644_d07b0811,default,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,,4,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,3,1,3,0
FOUR_1-FOUR_1,23,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260108_175817_340556_9a1792da,default,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,strict,6,0,0,0,140,75,65,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,1,3,5.0,3,2,3,2,0,0,1,3,1,3,0
FOUR_1-FOUR_1,23,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260108_180014_967759_0cb42811,default,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'B', 'B', 'R'], ['R', 'B', 'B', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,tile_with_judge_implementation,6,0,0,0,140,60,80,0.0714285714285714,140,True,True,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,2,4,0,0,1,3,1,3,0
FOUR_1-FOUR_1,24,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260108_180106_994738_3b87193e,default,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'B', 'B', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,6,0,0,0,140,70,70,0.0,140,True,True,1,1,0,0,0,0,0,0,2,2,1,2,,0,0,0,0,8,8,1,3,1,3,0
FOUR_1-FOUR_1,24,ctx1_fog00_p4pfalse_contract_none_selfish11,20260108_180043_828005_e9a31b70,default,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'B', 'B', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",False,,6,0,0,0,140,70,70,0.0,140,True,True,1,1,0,0,0,0,0,0,3,3,0,0,0.0,0,0,0,0,0,0,1,3,1,3,0
FOUR_1-FOUR_1,24,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260108_180053_651482_2255d827,default,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'B', 'B', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,6,0,0,0,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,1,2,5.0,2,3,2,3,0,0,1,3,1,3,0
FOUR_1-FOUR_1,24,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation_selfish11,20260108_180110_302216_a6dbd16d,default,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'B', 'B', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",False,tile_with_judge_implementation,6,0,0,0,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,2,3,0,0,1,3,1,3,0
FOUR_1-FOUR_1,24,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11,20260108_180109_307023_81ffe0cc,default,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'B', 'B', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",True,contract_for_finishing,7,0,0,0,140,75,65,0.03571428571428581,140,True,True,0,0,0,1,1,0,3,0,0,0,1,2,,0,0,0,0,10,10,1,3,1,3,0
FOUR_1-FOUR_1,24,ctx1_fog00_p4ptrue_contract_none_selfish11,20260108_180051_880954_3ea1e70b,default,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'B', 'B', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",True,,9,0,0,0,140,75,65,0.03571428571428581,140,True,True,0,0,0,2,1,1,3,0,0,0,0,0,0.0,0,0,0,0,0,0,1,3,1,3,0
FOUR_1-FOUR_1,24,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260108_180058_332248_6f80edfe,default,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'B', 'B', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",True,strict,8,0,0,0,70,70,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,1,2,4.0,2,2,2,2,0,0,1,3,1,3,0
FOUR_1-FOUR_1,24,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260108_180113_933757_d189eb23,default,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'B', 'B', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",True,tile_with_judge_implementation,6,0,0,0,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,2,3,0,0,1,3,1,3,0
FOUR_1-FOUR_1,25,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260108_180213_998013_a09fce1e,default,True,"[False, False]","[['G', 'R', 'B', 'B'], ['B', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,9,0,0,0,75,15,60,0.30000000000000004,140,False,True,2,1,1,0,0,0,0,0,2,3,1,2,,0,0,0,0,15,15,1,3,1,3,0
FOUR_1-FOUR_1,25,ctx1_fog00_p4pfalse_contract_none_selfish11,20260108_180116_325293_03d8a46b,default,True,"[False, False]","[['G', 'R', 'B', 'B'], ['B', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",False,,8,0,0,0,140,65,75,0.03571428571428581,140,True,True,1,1,0,0,0,0,0,0,2,3,0,0,0.0,0,0,0,0,0,0,1,3,1,3,0
FOUR_1-FOUR_1,25,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260108_180148_026723_82a3df28,default,True,"[False, False]","[['G', 'R', 'B', 'B'], ['B', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,8,0,0,0,130,55,75,0.07692307692307687,140,True,True,0,0,0,0,0,0,0,0,0,0,1,2,6.0,2,4,1,4,0,0,1,3,1,3,0
FOUR_1-FOUR_1,25,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation_selfish11,20260108_180226_732222_3ebb5fe8,default,True,"[False, False]","[['G', 'R', 'B', 'B'], ['B', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",False,tile_with_judge_implementation,6,0,0,0,140,75,65,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,3,2,0,0,1,3,1,3,0
FOUR_1-FOUR_1,25,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11,20260108_180226_581742_9d9e2e0a,default,True,"[False, False]","[['G', 'R', 'B', 'B'], ['B', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",True,contract_for_finishing,5,0,0,0,0,0,0,0.0,140,False,False,0,0,0,1,0,1,0,0,0,0,1,2,,0,0,0,0,10,10,1,3,1,3,0
FOUR_1-FOUR_1,25,ctx1_fog00_p4ptrue_contract_none_selfish11,20260108_180127_592531_ff1e5f77,default,True,"[False, False]","[['G', 'R', 'B', 'B'], ['B', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",True,,6,0,0,0,140,70,70,0.0,140,True,True,0,0,0,1,1,0,6,0,0,0,0,0,0.0,0,0,0,0,0,0,1,3,1,3,0
FOUR_1-FOUR_1,25,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260108_180158_787707_6530e4a8,default,True,"[False, False]","[['G', 'R', 'B', 'B'], ['B', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",True,strict,6,0,0,0,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,1,2,5.0,2,3,2,3,0,0,1,3,1,3,0
FOUR_1-FOUR_1,25,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260108_180227_558754_041b440a,default,True,"[False, False]","[['G', 'R', 'B', 'B'], ['B', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (1,1)",True,tile_with_judge_implementation,7,0,0,0,140,55,85,0.1071428571428572,140,True,True,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,1,4,0,0,1,3,1,3,0
FOUR_1-FOUR_1,26,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260108_180341_172028_f51c2281,default,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,6,0,0,0,140,60,80,0.0714285714285714,140,True,True,2,2,0,0,0,0,0,0,5,7,1,3,,0,0,0,0,10,10,1,3,1,3,0
FOUR_1-FOUR_1,26,ctx1_fog00_p4pfalse_contract_none_selfish11,20260108_180239_113525_03d145db,default,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,,6,0,0,0,140,70,70,0.0,140,True,True,1,1,0,0,0,0,0,0,4,4,0,0,0.0,0,0,0,0,0,0,1,3,1,3,0
FOUR_1-FOUR_1,26,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260108_180255_789905_281516dc,default,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,6,0,0,0,140,65,75,0.03571428571428581,140,True,True,1,1,0,0,0,0,0,0,2,3,1,2,2.0,1,1,1,1,0,0,1,3,1,3,0
FOUR_1-FOUR_1,26,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation_selfish11,20260108_180347_995636_c46fa15f,default,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,tile_with_judge_implementation,6,0,0,0,140,55,85,0.1071428571428572,140,True,True,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,1,4,0,0,1,3,1,3,0
FOUR_1-FOUR_1,26,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11,20260108_180347_923210_4068454b,default,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,contract_for_finishing,11,0,0,0,75,6,69,0.41999999999999993,140,False,True,0,0,0,1,1,0,1,8,0,0,1,3,,0,0,0,0,6,6,1,3,1,3,0
FOUR_1-FOUR_1,26,ctx1_fog00_p4ptrue_contract_none_selfish11,20260108_180240_869372_ad4093f4,default,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,,6,0,0,0,140,75,65,0.03571428571428581,140,True,True,0,0,0,1,1,0,3,0,0,0,0,0,0.0,0,0,0,0,0,0,1,3,1,3,0
FOUR_1-FOUR_1,26,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260108_180328_118141_c165c73a,default,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,strict,8,0,0,0,75,0,75,0.5,140,False,True,0,0,0,3,0,3,0,0,0,0,1,2,2.0,1,1,0,1,0,0,1,3,1,3,0
FOUR_1-FOUR_1,26,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260108_180350_865606_24fd872f,default,True,"[False, False]","[['G', 'R', 'R', 'R'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'B'], ['B', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,tile_with_judge_implementation,6,0,0,0,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,2,3,0,0,1,3,1,3,0
FOUR_1-FOUR_1,27,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260108_180438_875431_a9dcd75a,default,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'R', 'R', 'B'], ['R', 'B', 'B', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,6,0,0,0,140,70,70,0.0,140,True,True,2,1,1,0,0,0,0,0,3,3,1,2,,0,0,0,0,0,0,1,3,1,3,0
FOUR_1-FOUR_1,27,ctx1_fog00_p4pfalse_contract_none_selfish11,20260108_180408_907998_5c850320,default,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'R', 'R', 'B'], ['R', 'B', 'B', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,,6,0,0,0,140,60,80,0.0714285714285714,140,True,True,2,2,0,0,0,0,0,0,4,6,0,0,0.0,0,0,0,0,0,0,1,3,1,3,0
FOUR_1-FOUR_1,27,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260108_180432_871526_4cb42207,default,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'R', 'R', 'B'], ['R', 'B', 'B', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,6,0,0,0,140,75,65,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,1,2,5.0,3,2,3,2,0,0,1,3,1,3,0
FOUR_1-FOUR_1,27,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation_selfish11,20260108_180457_691622_36bf5611,default,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'R', 'R', 'B'], ['R', 'B', 'B', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,tile_with_judge_implementation,6,0,0,0,140,75,65,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,3,2,0,0,1,3,1,3,0
FOUR_1-FOUR_1,27,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11,20260108_180445_651886_e451fa75,default,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'R', 'R', 'B'], ['R', 'B', 'B', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,contract_for_finishing,7,0,0,0,140,70,70,0.0,140,True,True,0,0,0,1,1,0,4,1,0,0,1,2,,0,0,0,0,8,8,1,3,1,3,0
FOUR_1-FOUR_1,27,ctx1_fog00_p4ptrue_contract_none_selfish11,20260108_180432_816661_c71a381d,default,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'R', 'R', 'B'], ['R', 'B', 'B', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,,7,0,0,0,140,65,75,0.03571428571428581,140,True,True,0,0,0,1,1,0,5,1,0,0,0,0,0.0,0,0,0,0,0,0,1,3,1,3,0
FOUR_1-FOUR_1,27,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260108_180434_181304_148eb4c1,default,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'R', 'R', 'B'], ['R', 'B', 'B', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,strict,4,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,1,2,5.0,2,3,0,0,0,0,1,3,1,3,0
FOUR_1-FOUR_1,27,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260108_180504_731303_f0557c7f,default,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'R', 'R', 'B'], ['R', 'B', 'B', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,tile_with_judge_implementation,6,0,0,0,140,75,65,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,3,2,0,0,1,3,1,3,0
FOUR_1-FOUR_1,28,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260108_180600_337508_98e2dfe4,default,True,"[False, False]","[['G', 'R', 'B', 'B'], ['B', 'B', 'R', 'B'], ['R', 'R', 'R', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,6,0,0,0,140,70,70,0.0,140,True,True,1,1,0,0,0,0,0,0,3,3,1,2,,0,0,0,0,0,0,1,3,1,3,0
FOUR_1-FOUR_1,28,ctx1_fog00_p4pfalse_contract_none_selfish11,20260108_180516_993425_72091ad0,default,True,"[False, False]","[['G', 'R', 'B', 'B'], ['B', 'B', 'R', 'B'], ['R', 'R', 'R', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,,11,0,0,0,140,60,80,0.0714285714285714,140,True,True,3,2,1,0,0,0,0,0,4,6,0,0,0.0,0,0,0,0,0,0,1,3,1,3,0
FOUR_1-FOUR_1,28,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260108_180530_791311_7c6766a1,default,True,"[False, False]","[['G', 'R', 'B', 'B'], ['B', 'B', 'R', 'B'], ['R', 'R', 'R', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,6,0,0,0,140,75,65,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,1,3,5.0,3,2,3,2,0,0,1,3,1,3,0
FOUR_1-FOUR_1,28,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation_selfish11,20260108_180615_576754_96029c9e,default,True,"[False, False]","[['G', 'R', 'B', 'B'], ['B', 'B', 'R', 'B'], ['R', 'R', 'R', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",False,tile_with_judge_implementation,8,0,0,0,85,85,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,3,0,0,0,1,3,1,3,0
FOUR_1-FOUR_1,28,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11,20260108_180606_356347_982f700f,default,True,"[False, False]","[['G', 'R', 'B', 'B'], ['B', 'B', 'R', 'B'], ['R', 'R', 'R', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,contract_for_finishing,9,0,0,0,75,71,4,0.44666666666666677,140,True,False,0,0,0,1,1,0,1,7,0,0,1,2,,0,0,0,0,4,4,1,3,1,3,0
FOUR_1-FOUR_1,28,ctx1_fog00_p4ptrue_contract_none_selfish11,20260108_180527_692027_cfc7a9f4,default,True,"[False, False]","[['G', 'R', 'B', 'B'], ['B', 'B', 'R', 'B'], ['R', 'R', 'R', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,,6,0,0,0,140,70,70,0.0,140,True,True,0,0,0,1,1,0,6,0,0,0,0,0,0.0,0,0,0,0,0,0,1,3,1,3,0
FOUR_1-FOUR_1,28,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260108_180544_236509_7e1d1316,default,True,"[False, False]","[['G', 'R', 'B', 'B'], ['B', 'B', 'R', 'B'], ['R', 'R', 'R', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,strict,8,0,0,0,75,75,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,1,3,5.0,2,3,2,1,0,0,1,3,1,3,0
FOUR_1-FOUR_1,28,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260108_180629_955214_6695f3da,default,True,"[False, False]","[['G', 'R', 'B', 'B'], ['B', 'B', 'R', 'B'], ['R', 'R', 'R', 'R'], ['R', 'B', 'B', 'G']]",Mutual Dependency,"MD (1,1)",True,tile_with_judge_implementation,4,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,1,3,1,3,0
FOUR_1-FOUR_1,29,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260108_180707_835544_c3972a39,default,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'R', 'R', 'R'], ['B', 'B', 'B', 'B'], ['R', 'B', 'R', 'G']]",Mutual Dependency,"MD (1,1)",False,contract_for_finishing,6,0,0,0,140,70,70,0.0,140,True,True,1,1,0,0,0,0,0,0,6,6,1,2,,0,0,0,0,1,1,1,3,1,3,0
FOUR_1-FOUR_1,29,ctx1_fog00_p4pfalse_contract_none_selfish11,20260108_180651_016874_7f441f1c,default,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'R', 'R', 'R'], ['B', 'B', 'B', 'B'], ['R', 'B', 'R', 'G']]",Mutual Dependency,"MD (1,1)",False,,6,0,0,0,140,70,70,0.0,140,True,True,2,1,1,0,0,0,0,0,3,3,0,0,0.0,0,0,0,0,0,0,1,3,1,3,0
FOUR_1-FOUR_1,29,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260108_180701_721059_b9191233,default,True,"[False, False]","[['G', 'B', 'R', 'B'], ['R', 'R', 'R', 'R'], ['B', 'B', 'B', 'B'], ['R', 'B', 'R', 'G']]",Mutual Dependency,"MD (1,1)",False,strict,6,0,0,0,140,70,70,0.0,140,True,True,1,1,0,0,0,0,0,0,2,2,1,2,2.0,1,1,1,1,0,0,1,3,1,3,0
